Genome ID,Completeness,Phylum,Class,Order,Family,Genus,Species,FliF,FliG,FliI,FliR,FlhA,FlhB,FlgB,FlgC,FlgE,FlgK,FliE,FliP,FliQ,MotA,MotB,FliH,FliM,FliK,FlgD,FlgL,FliO,FliC,FliJ,FliL,FlgN,FlgF,FlgG,FliS,FliD,FliA,FlhF,PilZ/YcgR,FliT,FlgJ,FlgM,FlhG,FlgI,FlgH,FlgA,FlaG,FliW,MotE,CsrA,FlgR/FlrC/FlrA/FlaK/FlbD,SwrB/FlgW,SwrD,Flagellar_put/Putative,yvyF,YviE/DUF6470,FlaF,FliB,MotC,MotK,MotX ,MotY,PflA,PflB,FlcA,FlcB,FlcC,FlcD,FlbT,FlgP,FlgT,FliZ,tPilZ/FlgX,FlhC,FlhD,DUF327,FapA/DUF342,DUF1217,FlgO,FlaY,YdiV,FlhE,FlgQ,flk,Glucosaminidase,SwrA,FljA,SLT/Transglycosylase,FliN/FliY
GCF_900176285.1,100.0,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__DSM-9756,g__Desulfacinum,s__Desulfacinum hydrothermale,WP_084056196.1,WP_084056198.1,WP_084056202.1,WP_084056226.1,WP_084056229.1,WP_084056227.1,WP_084056190.1,WP_084056192.1,WP_084056211.1,WP_084056257.1,WP_139796464.1,WP_084056222.1,WP_084056224.1,WP_084056213.1,"WP_084056251.1,WP_170920308.1",WP_170920305.1,WP_084056217.1,WP_084056207.1,WP_084056209.1,WP_084056258.1,WP_084056220.1,WP_084057212.1,WP_084056204.1,"WP_084056214.1,WP_139796466.1",WP_084056255.1,WP_084056238.1,WP_084056241.1,"WP_084057209.1,WP_084057210.1",WP_170920419.1,WP_084056234.1,WP_084056231.1,"WP_084056287.1,WP_170920435.1",WP_084057208.1,WP_084056253.1,WP_084056259.1,WP_084056233.1,WP_084056247.1,WP_170920307.1,WP_170920306.1,WP_084056291.1,WP_084057207.1,WP_084056206.1,WP_084057206.1,WP_084056189.1,WP_084056236.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_084056218.1
GCF_000472805.1,99.19,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__BuS5,g__BuS5,s__BuS5 sp000472805,WP_051374565.1,WP_027352955.1,WP_027352953.1,WP_027352945.1,WP_232223003.1,WP_027352944.1,WP_198012174.1,WP_027352957.1,WP_027352951.1,WP_027352921.1,WP_027352956.1,WP_027352947.1,WP_027352946.1,WP_027352914.1,WP_051374554.1,WP_027352954.1,WP_084445591.1,WP_027352952.1,WP_051374564.1,WP_027352920.1,WP_027352948.1,WP_035264299.1,WP_035264292.1,WP_051374563.1,WP_027352928.1,WP_027352933.1,WP_027352932.1,,,WP_027352941.1,WP_027352942.1,WP_027354340.1,,WP_051374558.1,WP_051374557.1,WP_051374560.1,WP_027352929.1,WP_051374559.1,WP_198012172.1,,,,,WP_051374566.1,WP_027352939.1,,,,,WP_051374571.1,,,,,,,,,,,,WP_027352964.1,,,,,,,,WP_027354754.1,,,,,,,,,,,,"WP_084445589.1,WP_051374516.1"
GCF_001293685.1,99.03,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__Desulfatitalea,s__Desulfatitalea tepidiphila,WP_054031313.1,WP_054031314.1,WP_235506208.1,WP_054031327.1,WP_054031329.1,"WP_054031155.1,WP_054031328.1",WP_054031310.1,WP_054031311.1,WP_054031318.1,WP_054031341.1,WP_054031312.1,WP_054031325.1,WP_054031326.1,"WP_054031319.1,WP_054031344.1","WP_054031320.1,WP_054031321.1,WP_054031343.1","WP_083453450.1,WP_235506208.1",WP_054031323.1,"WP_054031154.1,WP_054031316.1",WP_054031317.1,WP_054031342.1,WP_054031324.1,WP_054031306.1,WP_054031315.1,WP_054031322.1,WP_054031340.1,WP_054031334.1,WP_054031335.1,,,WP_054031332.1,WP_054031330.1,"WP_054031749.1,WP_054032680.1,WP_054032828.1,WP_152971953.1",,WP_054031338.1,"WP_054031339.1,WP_054033792.1",WP_054031331.1,WP_235506209.1,WP_054031337.1,WP_054031336.1,,,,,"WP_054031309.1,WP_268750687.1",WP_054031333.1,,,,,WP_054031304.1,,,,,,,,,,,,WP_054031305.1,,,,,,,,WP_054033424.1,,,,,,,,,,,,"WP_083453452.1,WP_083453618.1"
GCF_000023225.1,99.96,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfomicrobiaceae,g__Desulfomicrobium,s__Desulfomicrobium baculatum,WP_015775193.1,WP_015775194.1,WP_015775196.1,WP_015775632.1,WP_015775630.1,WP_015775631.1,WP_015775190.1,WP_015775191.1,"WP_015773798.1,WP_015774600.1",WP_015774571.1,WP_015775192.1,WP_015774896.1,WP_015774895.1,"WP_015774903.1,WP_218915577.1,WP_228644872.1","WP_015774175.1,WP_015774901.1,WP_143890949.1",WP_015775195.1,WP_015774899.1,WP_015774602.1,WP_015774601.1,WP_015774570.1,WP_015774897.1,"WP_015774553.1,WP_015774598.1,WP_015774423.1",WP_267195238.1,"WP_015774900.1,WP_015775625.1",WP_015774572.1,WP_015774578.1,WP_015774577.1,WP_015774555.1,WP_015774554.1,WP_015775627.1,WP_015775629.1,"WP_012805690.1,WP_015773063.1,WP_015774407.1,WP_015775512.1",,WP_015774573.1,"WP_015774541.1,WP_015774542.1",WP_015775628.1,WP_015774574.1,WP_015774575.1,WP_015774576.1,WP_015774599.1,WP_015774568.1,WP_015774421.1,WP_015774569.1,,WP_015775623.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_015774898.1
GCF_900143695.1,99.91,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,g__Desulfopila,s__Desulfopila aestuarii,WP_073615058.1,WP_073615059.1,WP_073615061.1,WP_073615073.1,WP_073615075.1,"WP_073615074.1,WP_073615102.1",WP_073615055.1,WP_073615056.1,WP_073615066.1,WP_073615088.1,WP_073615057.1,WP_073615071.1,WP_073615072.1,"WP_073614927.1,WP_073615108.1",WP_073615067.1,WP_073615060.1,WP_073615069.1,"WP_073615064.1,WP_073615101.1",WP_073615065.1,WP_073615089.1,WP_084554160.1,"WP_073615529.1,WP_268753201.1",WP_073615062.1,WP_073615068.1,"WP_073615087.1,WP_143170765.1",WP_073615080.1,WP_073615081.1,WP_073615096.1,WP_073615095.1,WP_073615078.1,WP_073615076.1,"WP_073613544.1,WP_073613657.1,WP_073615099.1,WP_073615100.1","WP_073615097.1,WP_073615098.1",WP_073615084.1,WP_073615086.1,"WP_073613264.1,WP_073615077.1",WP_200802409.1,WP_073615083.1,WP_073615082.1,WP_073615094.1,"WP_073615091.1,WP_073616707.1",WP_073615063.1,WP_073615090.1,WP_073615050.1,WP_073615079.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_073615070.1
GCF_001687335.1,98.19,p__Desulfobacterota,c__Dissulfuribacteria,o__Dissulfuribacterales,f__Dissulfuribacteraceae,g__Dissulfuribacter,s__Dissulfuribacter thermophilus,WP_067618897.1,WP_067618894.1,WP_067618887.1,WP_067616142.1,WP_067616139.1,"WP_067616140.1,WP_067616781.1",WP_067618903.1,WP_067618901.1,WP_067615329.1,WP_067616795.1,WP_067618899.1,WP_244155294.1,WP_067616144.1,WP_067617618.1,WP_067617621.1,WP_067618890.1,WP_067616149.1,"WP_067615333.1,WP_067616779.1",WP_067615331.1,WP_067616797.1,WP_067616146.1,,WP_067618883.1,"WP_067616130.1,WP_067616151.1",WP_067616792.1,"WP_067616198.1,WP_083186618.1",WP_067616782.1,WP_067620788.1,WP_067620785.1,WP_067616133.1,WP_067616137.1,WP_067617625.1,WP_067620791.1,WP_067616790.1,WP_067618070.1,WP_067616135.1,WP_067616788.1,WP_067616786.1,WP_067616784.1,"WP_067617311.1,WP_067620794.1",WP_083186619.1,WP_067618881.1,WP_067616808.1,,WP_067616126.1,,,,,,,,,,,,,,,,,,,,,,,,,"WP_067617078.1,WP_067617628.1",,,,,,,,,,,,WP_067616147.1
GCF_000421585.1,99.45,p__Desulfobacterota,c__Thermodesulfobacteria,o__Thermodesulfobacteriales,f__Thermodesulfatatoraceae,g__Thermodesulfatator,s__Thermodesulfatator atlanticus,WP_022853677.1,WP_022853676.1,WP_022852300.1,WP_022852806.1,WP_022852804.1,"WP_022852805.1,WP_022854220.1",WP_022853680.1,WP_022853679.1,"WP_022853075.1,WP_022853076.1",WP_022854052.1,WP_022853678.1,WP_022852808.1,WP_022852807.1,WP_022852434.1,WP_022852433.1,WP_022852299.1,WP_022852811.1,WP_022853073.1,WP_022853074.1,WP_022854051.1,WP_022852809.1,WP_022854403.1,WP_022852301.1,"WP_022852812.1,WP_022853371.1",WP_022854053.1,WP_022854059.1,WP_022854058.1,WP_022854047.1,WP_022854048.1,WP_022852801.1,WP_022852803.1,WP_022852432.1,WP_022854046.1,WP_022854054.1,WP_022852704.1,WP_022852802.1,WP_022854055.1,WP_022854056.1,WP_022854057.1,WP_022853530.1,WP_022854049.1,WP_022852302.1,WP_022854050.1,WP_022853681.1,WP_022852797.1,,,,,,,,,,,,,,,,,,,,,,,,,WP_157608090.1,,,,,,,,,,,,WP_022852810.1
GCF_000013405.1,96.43,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Syntrophaceae,g__Syntrophus,s__Syntrophus aciditrophicus,WP_011416884.1,WP_011416885.1,WP_011416887.1,WP_011417245.1,WP_202943603.1,"WP_011417246.1,WP_011417257.1",WP_011416881.1,WP_011416882.1,WP_041584813.1,WP_011417266.1,WP_011416883.1,WP_011417243.1,WP_011417244.1,WP_041584784.1,WP_011417106.1,WP_158302922.1,WP_011417240.1,"WP_011417256.1,WP_041584812.1",WP_011417237.1,WP_041584817.1,WP_011417242.1,WP_011417274.1,WP_011416888.1,"WP_011417239.1,WP_011417251.1",WP_011417265.1,WP_148202512.1,WP_011417259.1,WP_049749927.1,WP_011417273.1,WP_049749923.1,WP_011417248.1,"WP_011417108.1,WP_011418480.1",WP_011417271.1,WP_083756454.1,WP_011417264.1,WP_158302940.1,WP_011417262.1,WP_049749925.1,WP_011417260.1,WP_041584818.1,WP_011417269.1,WP_011416889.1,WP_011417268.1,WP_041585387.1,WP_011417255.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_083756453.1
GCA_003598065.1,87.96,p__Myxococcota_B,c__SURF-8,o__SURF-8,f__SURF-8,g__SURF-8,s__SURF-8 sp003598065,"RJO65986.1,RJO71079.1","RJO65985.1,RJO71078.1",RJO65993.1,RJO71750.1,"RJO65454.1,RJO71074.1",RJO71749.1,"RJO65989.1,RJO66288.1",RJO65988.1,RJO71081.1,RJO67171.1,RJO65987.1,RJO71752.1,RJO71751.1,,,"RJO65984.1,RJO71077.1",,,RJO71082.1,RJO67172.1,RJO71753.1,"RJO75436.1,RJO75437.1",RJO67177.1,,"RJO65311.1,RJO67170.1",RJO67163.1,RJO67164.1,RJO75433.1,RJO75434.1,RJO65457.1,RJO65455.1,"RJO67173.1,RJO68576.1,RJO74039.1",RJO75432.1,RJO67168.1,"RJO65310.1,RJO67169.1",RJO65456.1,RJO67167.1,RJO67166.1,RJO67165.1,RJO75435.1,RJO67175.1,contig,RJO67174.1,"RJO65990.1,RJO71075.1",,,,,,,,,,,,,,,,,,,,,,,,,,RJO66834.1,,,,,,,,,,,,RJO71076.1
GCA_002724675.1,91.45,p__Myxococcota,c__UBA796,o__UBA9615,f__UBA9615,g__GCA-2724675,s__GCA-2724675 sp002724675,MBN96275.1,MBN96274.1,MBN96272.1,MBN95090.1,MBN95092.1,MBN95091.1,MBN96278.1,MBN96277.1,MBN96267.1,MBN95104.1,MBN96276.1,MBN95088.1,MBN95089.1,"MBN92727.1,MBN95714.1,MBN96266.1","MBN92728.1,MBN95715.1,MBN96265.1",MBN96273.1,MBN96263.1,MBN96269.1,MBN96268.1,MBN95105.1,MBN93580.1,"MBN92949.1,MBN95106.1,MBN95109.1",MBN96271.1,"MBN94816.1,MBN96264.1",MBN95103.1,"MBN93686.1,MBN95096.1",MBN95097.1,MBN93978.1,,MBN95095.1,,"MBN93519.1,MBN93557.1,MBN93976.1,MBN94854.1",MBN93977.1,MBN95101.1,MBN95102.1,MBN95094.1,MBN95100.1,MBN95099.1,MBN95098.1,,,MBN96270.1,,MBN96280.1,,MBN95713.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBN96262.1
GCF_006517175.1,96.13,p__Myxococcota,c__Bradymonadia,o__Bradymonadales,f__Bradymonadaceae,g__Persicimonas,s__Persicimonas caeni,WP_141197814.1,WP_141197815.1,WP_141197817.1,WP_141197843.1,WP_141197841.1,WP_141197842.1,WP_141197811.1,WP_141197812.1,WP_141197821.1,WP_141197829.1,WP_141197813.1,WP_141201314.1,WP_141197844.1,WP_141197850.1,"WP_141197848.1,WP_141197849.1",WP_141197816.1,WP_141197846.1,"WP_141197819.1,WP_141198000.1",WP_141197820.1,WP_141197828.1,WP_141197845.1,"WP_141197804.1,WP_141197805.1,WP_141201312.1,WP_168210569.1",WP_141197851.1,WP_141197847.1,WP_141197830.1,WP_141197837.1,WP_141197836.1,WP_141197808.1,WP_141197807.1,WP_141197839.1,WP_141197840.1,,WP_141197809.1,WP_141197832.1,WP_141197831.1,,WP_141197833.1,WP_141197834.1,WP_168210573.1,,,WP_141197818.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_141197999.1,WP_141201315.1"
GCA_001899635.1,96.13,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Labilithrix,s__Labilithrix sp001899635,OJY30259.1,OJY30258.1,OJY30256.1,OJY30243.1,OJY30210.1,OJY30242.1,OJY30261.1,OJY30680.1,OJY30252.1,OJY30277.1,OJY30260.1,OJY30244.1,OJY30679.1,OJY30263.1,OJY30264.1,OJY30257.1,OJY30250.1,OJY30254.1,OJY30253.1,OJY30278.1,OJY30245.1,OJY30674.1,"OJY19537.1,OJY30255.1",OJY30251.1,OJY30276.1,OJY30207.1,OJY30270.1,OJY30673.1,OJY30203.1,OJY30208.1,OJY30209.1,"OJY25307.1,OJY31067.1,OJY31188.1",,OJY30274.1,OJY30275.1,,OJY30273.1,OJY30272.1,OJY30271.1,,,,,OJY30202.1,,OJY30262.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OJY30206.1,,,,OJY30246.1
GCF_000013385.1,99.35,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__Anaeromyxobacter dehalogenans_B,WP_011420451.1,WP_011420450.1,WP_011420448.1,WP_011420417.1,WP_011420415.1,WP_011420416.1,WP_011420454.1,WP_011420453.1,WP_011420444.1,WP_011420401.1,WP_011420452.1,WP_011420419.1,WP_011420418.1,WP_011420442.1,WP_011420441.1,"WP_011420449.1,WP_011420651.1","WP_011419764.1,WP_011420422.1",WP_011420446.1,WP_011420445.1,WP_011420400.1,WP_011420420.1,"WP_011420396.1,WP_011420399.1","WP_011420410.1,WP_011420653.1",WP_011420423.1,WP_011420402.1,WP_011420409.1,WP_041453382.1,"WP_011420395.1,WP_041453381.1",WP_011420398.1,WP_011420412.1,WP_011420414.1,"WP_011420393.1,WP_011422034.1",WP_041453380.1,WP_011420404.1,WP_011420403.1,WP_011420413.1,WP_011420405.1,WP_011420406.1,WP_011420407.1,,,WP_011420447.1,,WP_011420456.1,,WP_011420443.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_001748245.1,90.76,p__Bdellovibrionota,c__Oligoflexia,o__Oligoflexales,f__Oligoflexaceae,g__Oligoflexus,s__Oligoflexus tunisiensis,WP_141731063.1,"WP_141731417.1,WP_176736316.1",WP_141731061.1,WP_141730938.1,WP_141730940.1,WP_141730939.1,WP_141731066.1,WP_141731065.1,WP_141736047.1,WP_141736257.1,WP_141731064.1,WP_176736233.1,WP_141730937.1,"WP_141733339.1,WP_141733981.1,WP_141735661.1,WP_141735687.1,WP_176736530.1","WP_141733338.1,WP_141733812.1,WP_141733980.1,WP_141735660.1,WP_141735686.1,WP_176736529.1",WP_141731062.1,WP_141730934.1,WP_141730891.1,WP_141730890.1,WP_141736256.1,WP_176736232.1,"WP_141731004.1,WP_141731005.1,WP_141731474.1,WP_141732293.1,WP_141732545.1,WP_141736051.1,WP_141736267.1",WP_141731060.1,"WP_141730933.1,WP_176736952.1",WP_141736258.1,WP_141736265.1,WP_141736264.1,WP_141736048.1,WP_141736049.1,WP_141736723.1,WP_141730941.1,"WP_141731147.1,WP_141731467.1,WP_141734675.1",,WP_141736260.1,WP_141736259.1,WP_141730942.1,WP_141736261.1,WP_141736262.1,WP_141736263.1,,WP_141736897.1,WP_141731059.1,WP_141736255.1,WP_141731067.1,WP_141730945.1,WP_141731051.1,,,,,,,,,,,,,,,,,,,,,,,,"WP_141732485.1,WP_141733802.1",,,,,,,,,,,,WP_141730935.1
GCF_002872415.1,93.3,p__Bdellovibrionota,c__Bacteriovoracia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Bacteriovorax,s__Bacteriovorax stolpii,WP_158649533.1,WP_243733581.1,WP_102242277.1,WP_102244742.1,WP_102244740.1,WP_102244741.1,WP_102242272.1,WP_102242273.1,WP_102242283.1,WP_102245318.1,WP_102242274.1,WP_102244744.1,WP_102244743.1,WP_102243885.1,WP_102243886.1,WP_102242276.1,WP_102244747.1,WP_102242280.1,WP_102242281.1,WP_102245319.1,WP_102244745.1,"WP_102241894.1,WP_102241895.1,WP_102241896.1,WP_102241987.1,WP_102241988.1,WP_102243354.1,WP_102244281.1",WP_102242278.1,"WP_102244032.1,WP_102244748.1",WP_158649750.1,WP_102245311.1,WP_243733571.1,WP_102241908.1,WP_102241909.1,WP_102244737.1,WP_102244739.1,"WP_102241860.1,WP_102241897.1,WP_102242438.1",WP_102241907.1,WP_102245315.1,WP_102245316.1,WP_102244738.1,WP_102245314.1,WP_102245313.1,WP_102245312.1,,WP_158649751.1,WP_102242279.1,WP_102245320.1,"WP_158649532.1,WP_208107776.1",,,WP_102242282.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCF_001592745.1,98.2,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__Bdellovibrio bacteriovorus_B,WP_063205189.1,WP_063205188.1,WP_063205187.1,WP_063205126.1,WP_063205124.1,WP_063205125.1,WP_063205192.1,WP_063205191.1,WP_063205181.1,WP_063206277.1,WP_063205190.1,WP_063206561.1,WP_041870835.1,"WP_063205987.1,WP_081112120.1","WP_063205061.1,WP_063205989.1",WP_081112126.1,WP_063205129.1,WP_253696427.1,WP_063205183.1,WP_063206278.1,WP_063205127.1,"WP_041871281.1,WP_063204906.1,WP_063205142.1,WP_063206198.1,WP_063206324.1,WP_063206326.1",WP_063205186.1,"WP_063205130.1,WP_063206474.1,WP_063208931.1",WP_063206276.1,WP_063206269.1,WP_063206270.1,WP_063206333.1,WP_063206332.1,WP_041870846.1,WP_063205123.1,"WP_063205860.1,WP_063206446.1",WP_063206334.1,WP_063206274.1,WP_063206275.1,WP_063205122.1,WP_063206273.1,WP_063206272.1,WP_063206271.1,,WP_063206279.1,WP_063205185.1,WP_041869353.1,WP_063205193.1,,,WP_063205182.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_063205128.1
GCA_002869225.1,96.56,p__Muirbacteria,c__Muirbacteriia,o__Muirbacteriales,f__Muirbacteriaceae,g__Muirbacterium,s__Muirbacterium halophilum,PLX16744.1,PLX16745.1,PLX16747.1,PLX19519.1,PLX18774.1,no_hits,PLX18996.1,PLX18997.1,PLX18344.1,PLX18722.1,PLX16743.1,PLX19589.1,PLX19588.1,PLX18342.1,PLX18341.1,PLX16746.1,PLX18338.1,PLX18347.1,PLX18346.1,PLX18721.1,PLX19520.1,"PLX16090.1,PLX17256.1,PLX17928.1,PLX18641.1,PLX18713.1,PLX18714.1,PLX18718.1,PLX18761.1,PLX18765.1,PLX19216.1,PLX18241.1",PLX16748.1,PLX18339.1,PLX18723.1,PLX16354.1,PLX16355.1,"PLX18715.1,PLX18763.1",PLX18716.1,PLX18741.1,"PLX16158.1,PLX18776.1",PLX16226.1,PLX19214.1,PLX19067.1,PLX18724.1,PLX18775.1,PLX16358.1,PLX16357.1,PLX16356.1,PLX18717.1,PLX18720.1,PLX16750.1,PLX18719.1,,,PLX18343.1,PLX18345.1,,,,,,,,,,,,,,,,,,,,,,,"PLX18740.1,PLX15120.1",,,,,,,,,,,,PLX18418.1
GCF_004365575.1,100.0,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Hypnocyclicus,s__Hypnocyclicus thermotrophus,WP_134113352.1,WP_134113351.1,WP_134113349.1,WP_134113495.1,WP_134113497.1,WP_166667383.1,WP_134113355.1,WP_134113354.1,WP_134113484.1,WP_134113660.1,WP_134113353.1,WP_134113493.1,WP_134113494.1,WP_134113486.1,WP_134113487.1,WP_134113350.1,WP_134113489.1,WP_134113481.1,WP_134113482.1,WP_134113659.1,WP_134113492.1,"WP_134113445.1,WP_134113446.1,WP_134113447.1,WP_134113448.1,WP_134113449.1,WP_134113450.1,WP_134113451.1,WP_134113452.1,WP_134113161.1",WP_134113348.1,WP_134113488.1,WP_134113661.1,WP_134112397.1,WP_134112826.1,WP_134113163.1,WP_134113398.1,WP_134113505.1,WP_134113498.1,WP_134113256.1,WP_134113162.1,WP_134112400.1,WP_134113662.1,WP_134113499.1,WP_134112399.1,WP_134112398.1,WP_134112825.1,,WP_134113657.1,WP_134113347.1,WP_134113656.1,,WP_134112416.1,WP_134113485.1,WP_134113483.1,WP_134113663.1,WP_134113658.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_134113490.1
GCF_000237825.1,100.0,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Thermanaerovibrio,s__Thermanaerovibrio velox,WP_006583082.1,WP_006583083.1,WP_006583085.1,WP_006583103.1,WP_006583105.1,"WP_006583069.1,WP_006583104.1",WP_006583079.1,WP_006583080.1,WP_006583092.1,WP_006583750.1,WP_006583081.1,WP_006583101.1,WP_006583102.1,WP_006583094.1,WP_006583095.1,WP_006583084.1,,"WP_006583068.1,WP_006583090.1",WP_006583091.1,WP_006583749.1,WP_040825139.1,WP_006583745.1,WP_006583086.1,WP_006583096.1,"WP_006583751.1,WP_245522719.1",WP_245522713.1,WP_006583268.1,WP_006583350.1,WP_006583330.1,WP_006583114.1,WP_006583106.1,WP_006583108.1,WP_006583351.1,WP_006583272.1,WP_006583752.1,WP_006583107.1,WP_006583271.1,WP_245522714.1,WP_006583269.1,WP_006583744.1,WP_040825800.1,WP_006583089.1,WP_006583747.1,,,WP_006583093.1,,,,,,,,,,,,,,,,,,,,,,,,"WP_006583115.1,WP_006584191.1",,,,,,,,,,,WP_006583087.1,WP_245522748.1
GCF_000160455.2,100.0,p__Synergistota,c__Synergistia,o__Synergistales,f__Acetomicrobiaceae,g__Acetomicrobium,s__Acetomicrobium hydrogeniformans,WP_040348221.1,WP_009201691.1,WP_083489960.1,WP_009201672.1,WP_009201670.1,"WP_009201671.1,WP_242603549.1",WP_057940801.1,WP_057940802.1,WP_057940808.1,WP_009201436.1,WP_242603551.1,WP_040348597.1,WP_040348213.1,WP_057940810.1,WP_057940811.1,WP_057940803.1,WP_057940813.1,"WP_057940794.1,WP_057940806.1",WP_057940807.1,WP_071804902.1,WP_242603552.1,WP_057940826.1,WP_057940804.1,WP_057940812.1,WP_009201437.1,WP_009201451.1,WP_009201450.1,WP_057940887.1,WP_111089523.1,WP_009201660.1,WP_083489961.1,WP_009201666.1,WP_057940888.1,WP_057940823.1,WP_111089590.1,WP_009201667.1,WP_057940822.1,WP_009201448.1,WP_009201449.1,WP_057940827.1,WP_057940816.1,WP_057941019.1,WP_009201651.1,,,WP_057940809.1,,,,,,,,,,,,,,,,,,,,,,,,WP_040348210.1,,,,,,,,,,,WP_057940805.1,WP_057940814.1
GCF_000745455.1,96.61,p__Thermotogota,c__Thermotogae,o__Mesoaciditogales,f__Mesoaciditogaceae,g__Mesoaciditoga,s__Mesoaciditoga lauensis,WP_036223156.1,WP_036223153.1,WP_245601367.1,WP_051962918.1,WP_036224936.1,WP_036224933.1,WP_036223822.1,WP_036223824.1,WP_036221396.1,WP_036223387.1,WP_081895164.1,WP_211250149.1,WP_036224931.1,WP_211250068.1,WP_036221402.1,WP_036223150.1,WP_036221406.1,WP_036221389.1,WP_036221393.1,WP_051962780.1,WP_036224419.1,WP_036226215.1,WP_051962679.1,WP_036221403.1,WP_036223385.1,WP_051962770.1,WP_036223304.1,WP_036221380.1,WP_036224642.1,WP_036224949.1,WP_051962919.1,WP_036224938.1,,WP_051962772.1,WP_036223382.1,WP_051962920.1,WP_036223313.1,WP_036223310.1,WP_036223307.1,WP_051962902.1,WP_036225967.1,WP_036221386.1,WP_036226289.1,WP_051962553.1,,WP_036221399.1,,,,,,,,,,,,,,,,,,,,,,,,"WP_036221729.1,WP_036225145.1",,,,,,,,,,,,WP_036221409.1
GCF_000504085.1,100.0,p__Thermotogota,c__Thermotogae,o__Thermotogales,f__DSM-5069,g__Pseudothermotoga_B,s__Pseudothermotoga_B elfii,WP_028843656.1,WP_028843655.1,WP_161632329.1,WP_028843373.1,WP_028843375.1,"WP_012002772.1,WP_028843374.1",WP_028843570.1,WP_012002133.1,WP_028843704.1,WP_028843345.1,WP_012002134.1,WP_028843372.1,WP_012002673.1,WP_012003852.1,WP_028843703.1,WP_012003930.1,WP_028843701.1,WP_232504360.1,WP_012003849.1,WP_012002718.1,WP_051366162.1,WP_028843506.1,WP_012003511.1,WP_028843702.1,WP_012002720.1,WP_012002422.1,WP_012002423.1,WP_012004024.1,WP_012002222.1,WP_028843378.1,WP_012002669.1,WP_028843376.1,,WP_028843442.1,WP_012002721.1,WP_012002668.1,WP_012002426.1,WP_012002425.1,WP_012002424.1,WP_028843541.1,WP_012002717.1,WP_012003847.1,WP_028843346.1,,,WP_012003851.1,,,,,,,,,,,,,,,,,,,,,,,,"WP_012002730.1,WP_028843522.1",,,,,,,,,,,WP_012003927.1,WP_012003856.1
GCF_000255135.1,98.28,p__Thermotogota,c__Thermotogae,o__Petrotogales,f__Petrotogaceae,g__Marinitoga,s__Marinitoga piezophila,WP_014296567.1,WP_014296568.1,WP_014296570.1,WP_014296227.1,WP_014296229.1,"WP_014296228.1,WP_014296983.1",WP_014297066.1,WP_014297065.1,WP_014297357.1,WP_014297245.1,WP_014297064.1,WP_014296225.1,WP_014296226.1,"WP_014296328.1,WP_014297359.1",WP_014296329.1,WP_014296569.1,WP_014297361.1,WP_014297355.1,WP_014297356.1,WP_014297244.1,WP_014296224.1,"WP_014296248.1,WP_014296992.1,WP_014297258.1,WP_014297259.1",WP_014295616.1,WP_014297360.1,WP_014297246.1,WP_014296482.1,WP_014296483.1,WP_014296901.1,WP_014297459.1,WP_014296235.1,WP_014296230.1,WP_014297272.1,WP_014296896.1,WP_014296477.1,WP_014297247.1,WP_014296231.1,WP_014296476.1,WP_014296475.1,WP_014296474.1,WP_014297458.1,WP_014297243.1,WP_014297354.1,WP_041638606.1,WP_014295617.1,,WP_014297358.1,,,,,,,,,,,,,,,,,,,,,,,,WP_014297400.1,,,,,,,,,,,WP_171814210.1,WP_014297362.1
